rest_id,zomato_url,name,city,area,rating,rating_count,telephone,cusine,cost_for_two,address,online_order,table_reservation,delivery_only,famous_food,longitude,latitude
103826,https://www.zomato.com/lucknow/mishra-fast-food-alambagh,Mishra Fast Food,Lucknow,Alambagh,3.0,0.0,+91 9305455890,Fast Food,200.0,"Jai Prakash Nagar Chauraha, Alambagh, Lucknow",True,False,False,Not available,80.90441599489999,26.809539539899998
103831,https://www.zomato.com/lucknow/idli-ka-dosa-indira-nagar,Idli Ka Dosa,Lucknow,Indira Nagar,3.1,4.0,+91 6387519752,South Indian,200.0,"Shop 558, Lekhraj Dollar, Behind Spencers, Indira Nagar, Lucknow",True,False,False,Not available,80.98486199999999,26.873372999999997
103837,https://www.zomato.com/lucknow/pasta-box-nishatganj,Pasta Box,Lucknow,Nishatganj,3.0,0.0,+91 6393027726,Continental,300.0,"B2/337, Sec A Sitapur Road Yojna, Aliganj, Lucknow",True,False,False,Not available,80.9445173666,26.9098530736
103844,https://www.zomato.com/lucknow/lazzat-e-hind-chowk,Lazzat E Hind,Lucknow,Chowk,3.0,0.0,+91 7800555572,North Indian,250.0,"Opposite Brajraj Nurssing Home, Tahsin Ganj Chauraha, Thakurganj, Chowk, Lucknow",True,False,False,Not available,80.8997458,26.8709647
103849,https://www.zomato.com/lucknow/ajanta-dairy-sweet-shop-rajajipuram,Ajanta Dairy & Sweet Shop,Lucknow,Rajajipuram,3.1,5.0,+91 9935365068,Mithai,400.0,"Dhanya Mehri Pul, Alamnagar Road, Rajajipuram, Lucknow",False,False,False,Not available,80.8760868385,26.849973381199998
103853,https://www.zomato.com/lucknow/esselates-al-bake-com-aashiana,Esselate's Al-Bake.Com,Lucknow,Aashiana,3.0,0.0,+91 9838024695,Mughlai,200.0,"Shop 3, B12, Sector G LDA Colony, Kanpur Road, Aashiana Lucknow",False,False,False,Not available,80.905692,26.79038
103857,https://www.zomato.com/lucknow/china-town-fast-food-aliganj,China Town Fast Food,Lucknow,Aliganj,3.0,0.0,+91 7318254821,Chinese,300.0,"Lower Ground Floor, 15, Narayan Plaza, Engineering College Chauraha, Sitapur Road Yojna, Aliganj, Lucknow",False,False,False,Not available,0.0,0.0
103863,https://www.zomato.com/lucknow/the-bombay-fries-aliganj,The Bombay Fries,Lucknow,Aliganj,3.0,0.0,+91 7306768511,"Fast Food, Beverages",300.0,"A-530/14/5, Shekharpur, Bada Chandganj, Near Novelty, Aliganj, Lucknow",True,False,False,Not available,80.9466540813,26.881508978499998
103869,https://www.zomato.com/lucknow/food-funda-aashiana,Food Funda,Lucknow,Aashiana,3.1,5.0,+91 9696783220,Fast Food,100.0,"Sector K, Opposite CNG Petrol Pump, Kila Road, Aashiana, Lucknow",True,False,False,Not available,80.9115436301,26.788046861599998
103873,https://www.zomato.com/lucknow/chai-wala-chowk,Chai Wala,Lucknow,Chowk,3.0,5.0,+91 9026247072,"Tea, Beverages",150.0,"Opposite Chowk Post Office, Khun Khun Ji Road, Chowk, Lucknow",False,False,False,Not available,80.9077147767,26.8683259575
103878,https://www.zomato.com/lucknow/kitchen-chef-gomti-nagar,Kitchen Chef,Lucknow,Gomti Nagar,3.0,0.0,+91 7607276300,"North Indian, South Indian, Fast Food",200.0,"Upper Ground-8, Goel Enclave, Faizabad Road, Chinhut, Gomti Nagar, Lucknow",True,False,False,Not available,81.05675853390001,26.8887643025
103882,https://www.zomato.com/lucknow/al-saif-hotel-chowk,AL-SAIF HOTEL,Lucknow,Chowk,2.8,6.0,+91 8318720705,Mughlai,250.0,"431/951 D Second Floor Khan Plaza Momin Nagar Campwell Road Chowk, Lucknow",False,False,False,Not available,0.0,0.0
103886,https://www.zomato.com/lucknow/al-zaika-com-aliganj,Al-Zaika.Com,Lucknow,Aliganj,3.1,5.0,+91 6394696043,Fast Food,350.0,"Basera Tower Sahara State, Janikpuram, Aliganj, Lucknow",False,False,False,Not available,0.0,0.0
103891,https://www.zomato.com/lucknow/radhey-kishan-mishthaan-bhandaar-charbagh,Radhey Kishan Mishthaan Bhandaar,Lucknow,Charbagh,3.1,7.0,+91 8090541118,Desserts,100.0,"Shop 8, Naka Hindola, Behind Vianayak Dharamshaala, Charbagh, Lucknow",False,False,False,Not available,80.9207134321,26.8360473898
103896,https://www.zomato.com/lucknow/earthen-flavours-aliganj,Earthen Flavours,Lucknow,Aliganj,3.1,6.0,+91 9554443222 0522 4339555,"Chinese, North Indian, Mughlai, Continental",300.0,"M-1/33, Aliganj Housing Scheme, Sector B, Aliganj, Lucknow",False,False,False,Not available,80.9401102,26.883809999999997
103901,https://www.zomato.com/lucknow/desi-nashta-indira-nagar,Desi Nashta,Lucknow,Indira Nagar,3.2,4.0,+91 8896712939,Street Food,300.0,"Sunita Plaza, Sanatan Nagar, Kamta, Indira Nagar, Lucknow",False,False,False,Not available,81.0191847011,26.8863828016
103906,https://www.zomato.com/lucknow/fnp-cakes-more-aliganj,FNP Cakes & More,Lucknow,Aliganj,3.0,0.0,0522 4008341,Bakery,250.0,"C 33, Sector C, Aliganj, Lucknow",False,False,False,Not available,80.9392929,26.888496399999998
103911,https://www.zomato.com/lucknow/lazeez-non-veg-point-aashiana,Lazeez Non Veg Point,Lucknow,Aashiana,2.9,5.0,+91 9598727926,"Kebab, Rolls, Biryani",300.0,"1/48, Eldico Rd, Bhadruk, Lucknow",False,False,False,Not available,80.9296398237,26.7936228758
103916,https://www.zomato.com/lucknow/trivedi-misthan-bhandar-indira-nagar,Trivedi Misthan Bhandar,Lucknow,Indira Nagar,3.2,6.0,+91 9636621852,Mithai,200.0,"Sector 10 Road, Indira Nagar, Lucknow",False,False,False,Not available,81.0000736266,26.8887379725
103921,https://www.zomato.com/lucknow/goli-vada-pao-no-1-rajajipuram,Goli Vada Pao No. 1,Lucknow,Rajajipuram,3.1,7.0,+91 9452329019,Street Food,200.0,"Cp 133/7, Block C, Rajajipuram, Lucknow",False,False,False,Not available,80.8793554455,26.848278792800002
103926,https://www.zomato.com/lucknow/cream-bell-1-hazratganj,Cream Bell,Lucknow,Hazratganj,3.1,5.0,+91 7499933088,Desserts,200.0,"Food Court, 4th Floor, Sahara Ganj Mall, Shahnajaf Road, Hazratganj, Lucknow",False,False,False,Not available,80.9462021291,26.8553638881
103931,https://www.zomato.com/lucknow/mayur-sweets-alambagh,Mayur Sweets,Lucknow,Alambagh,3.0,7.0,0522 2450748,Desserts,200.0,"12, Alambagh Chouraha, Alambagh, Lucknow",False,False,False,Not available,80.9012657404,26.8127416356
103936,https://www.zomato.com/lucknow/royal-rasoi-aminabad,Royal Rasoi,Lucknow,Aminabad,3.0,0.0,0522 4003887,North Indian,600.0,"93/32, Grain Market, GB Marg, Aminabad, Lucknow",False,False,False,Not available,80.9253982455,26.84017822
103941,https://www.zomato.com/lucknow/royal-fish-corner-charbagh,Royal Fish Corner,Lucknow,Charbagh,3.0,4.0,+91 8707544813,Street Food,200.0,"plot of jai narain misra opp,sudershan cinema, charbagh, Lucknow",False,False,False,Not available,80.9214010835,26.8333171538
103946,https://www.zomato.com/lucknow/ldw-foods-indira-nagar,Ldw Foods,Lucknow,Indira Nagar,3.0,0.0,+91 9454203281,North Indian,150.0,"10B, Sanjai Puram, Indira Nagar, Lucknow",True,False,False,Not available,80.97362302239999,26.8703297907
103951,https://www.zomato.com/lucknow/the-kakori-grill-charbagh,The Kakori Grill,Lucknow,Charbagh,2.9,6.0,+91 9044035024,"Mughlai, Awadhi, BBQ",1000.0,"Naka Hindola Crossing, Charbagh, Lucknow",False,False,False,Not available,80.9203292057,26.8370340401
103956,https://www.zomato.com/lucknow/the-hot-chilli-hazratganj,The Hot Chilli,Lucknow,Hazratganj,3.0,0.0,Not Available,"North Indian, Mughlai",600.0,"Sham-E-Awadh Bazaar, Parvathan Chowk, Hazratganj, Lucknow",False,False,False,Not available,80.9363333333,26.8549055556
103961,https://www.zomato.com/lucknow/sindh-biryani-corner-alambagh,Sindh Biryani Corner,Lucknow,Alambagh,2.9,7.0,00 07275762031,Biryani,300.0,"Hind Nagar, Vijay Nagar Colony, Sector C1, LDA Colony, Lucknow",False,False,False,Not available,80.907658,26.816648999999998
103966,https://www.zomato.com/lucknow/dragon-chinese-indira-nagar,Dragon Chinese,Lucknow,Indira Nagar,3.0,0.0,+91 9454302216,"Chinese, Fast Food",150.0,"In Front Of Dabble College Sector 15, Indira Nagar, Lucknow",True,False,False,Not available,80.9888696,26.8838577
103971,https://www.zomato.com/lucknow/agarwal-fast-food-aliganj,Agarwal Fast Food,Lucknow,Aliganj,2.8,6.0,+91 9792282501,North Indian,300.0,"LGF, Shop 8, Ashirwad plaza, Ram Ram Bank Choraha, Aliganj, Lucknow",False,False,False,Not available,80.9447,26.905
103976,https://www.zomato.com/lucknow/lucknow-non-veg-coffee-house-indira-nagar,Lucknow Non Veg & Coffee House,Lucknow,Indira Nagar,3.0,0.0,+91 9936259274,"North Indian, Beverages",200.0,"10/331, Indira Nagar, Lucknow",False,False,False,Not available,80.995965,26.8847322
103980,https://www.zomato.com/lucknow/al-zaiqeen-chowk,Al-Zaiqeen,Lucknow,Chowk,3.0,0.0,+91 9305227370,"North Indian, Mughlai, Chinese",400.0,"Opposite Nadwa Masjid, Mall Road",False,False,False,Not available,80.8380169049,26.8810846838
103985,https://www.zomato.com/lucknow/shree-sweets-nirala-nagar,Shree Sweets,Lucknow,Nirala Nagar,2.9,6.0,+91 8604735435,Mithai,300.0,"IT College Crossing, Nirala Nagar, Lucknow",False,False,False,Not available,80.9406067058,26.8710942288
103990,https://www.zomato.com/lucknow/kareem-zayka-family-restaurant-indira-nagar,Kareem Zayka Family Restaurant,Lucknow,Indira Nagar,3.1,5.0,+91 8052635443,"North Indian, Lucknowi",500.0,"42 rajeevpuram faridinagar near kukrail picnic gate, Rajiv Puram, Chandanapur, Indira Nagar, Lucknow",False,False,False,Not available,80.9863397107,26.8963180839
103995,https://www.zomato.com/lucknow/saleem-wala-mughlai-restaurant-aliganj,Saleem Wala Mughlai Restaurant,Lucknow,Aliganj,3.0,6.0,+91 9335818115,Mughlai,200.0,"9, UGF Complex, Sector -H, Aliganj Extension, Aliganj, Lucknow",False,False,False,Not available,80.94372008,26.8938739647
103999,https://www.zomato.com/lucknow/mughal-samrat-lalbagh,Mughal Samrat,Lucknow,Lalbagh,3.0,7.0,+91 9839338592,Mughlai,300.0,"Opposite Deep Hotel, Vidhan Sabha Marg, Lalbagh, Lucknow",False,False,False,Not available,80.9357281029,26.8402936944
104004,https://www.zomato.com/lucknow/the-chancellors-bar-and-kitcken-aashiana,The Chancellor's Bar and Kitcken,Lucknow,Aashiana,3.1,7.0,+91 9721045812,"North Indian, Chinese",450.0,"Shop K 1, Aashiana Colony, Lucknow",False,False,False,Not available,0.0,0.0
104008,https://www.zomato.com/lucknow/new-purnagiri-sweets-aliganj,New Purnagiri Sweets,Lucknow,Aliganj,3.0,4.0,+91 9453300000 +91 8127200000,Mithai,150.0,"MMIG-Sector A, B-2/351, Janki Puram Chauraha, Jankipuram, Aliganj, Lucknow",False,False,False,Not available,80.94464410100001,26.9105341305
104013,https://www.zomato.com/lucknow/kanchan-sweet-house-alambagh,Kanchan Sweet House,Lucknow,Alambagh,3.0,5.0,Not Available,Desserts,100.0,"Alambagh Chouraha, Alambagh, Lucknow",False,False,False,Not available,80.901330784,26.8127796377
104018,https://www.zomato.com/lucknow/kanha-ki-rasoi-gomti-nagar,Kanha Ki Rasoi,Lucknow,Gomti Nagar,3.1,7.0,+91 9451348451,North Indian,250.0,"1/122, Viram Khand, Vineet Khand, Gomti Nagar, Lucknow",False,False,False,Not available,81.0052486137,26.8517953719
104023,https://www.zomato.com/lucknow/shri-kalila-chat-house-aminabad,Shri Kalila Chat House,Lucknow,Aminabad,3.0,0.0,+91 9335769497,Street Food,60.0,"2, Hanuman Mandir Rd, Aminabad, Lucknow, Uttar Pradesh 226018, India",False,False,False,Not available,80.9273860976,26.847902779200002
104028,https://www.zomato.com/lucknow/zareen-bakers-nishatganj,Zareen Bakers,Lucknow,Nishatganj,3.2,8.0,Not Available,Bakery,300.0,"Near Railway Crossing, Nishatganj, Lucknow",False,False,False,Not available,80.9569738805,26.8692088448
104033,https://www.zomato.com/lucknow/mishra-bhojnalay-charbagh,Mishra Bhojnalay,Lucknow,Charbagh,3.0,4.0,Not Available,North Indian,150.0,"Opposite Hotel Balaji Grand, Charbagh, Lucknow",False,False,False,Not available,80.9240963683,26.8345670991
104038,https://www.zomato.com/lucknow/annpurna-jalpan-grah-hazratganj,Annpurna Jalpan Grah,Lucknow,Hazratganj,3.0,6.0,Not Available,North Indian,100.0,"Opposite Sahara Ganj Mall, Shahnajaf Road, Hazratganj, Lucknow",False,False,False,Not available,80.9449381381,26.854886198000003
104043,https://www.zomato.com/lucknow/hotel-vivid-hazratganj,Hotel Vivid,Lucknow,Hazratganj,3.1,4.0,+91 8052166665,North Indian,500.0,"Ahmamau, Uttar Pradesh 226002",False,False,False,Not available,81.015902,26.794338
104048,https://www.zomato.com/lucknow/chai-peeni-hai-1-hazratganj,Chai Peeni Hai,Lucknow,Hazratganj,3.2,4.0,Not Available,"Tea, Street Food",180.0,"Prag Narayan Rd, Butler Colony, Hazratganj, Lucknow",False,False,False,Not available,80.96085670000001,26.8574592
104053,https://www.zomato.com/lucknow/nawabish-cafe-lounge-gomti-nagar,Nawabish Cafe & Lounge,Lucknow,Gomti Nagar,3.0,4.0,052 24307855 +91 9648235955,"Chinese, North Indian, Continental",600.0,"B 3/14, Vinay Khand, Near Husariya Chauraha, Gomti Nagar, Lucknow",False,False,False,Not available,0.0,0.0
104058,https://www.zomato.com/lucknow/dezzerts-2-gomti-nagar,Dezzerts,Lucknow,Gomti Nagar,3.0,4.0,Not Available,Desserts,200.0,"1st Floor, Fun Republic Mall, Gomti Nagar, Lucknow",False,False,False,Not available,80.97632031890001,26.8580702619
104063,https://www.zomato.com/lucknow/the-brewberrys-coffee-house-indira-nagar,The Brewberrys Coffee House,Lucknow,Indira Nagar,3.1,4.0,+91 8960955252 +91 9453569980,"Cafe, Fast Food",250.0,"LG-52, Kohinoor Plaza, Arvindo Park Road, Sector 12, Indira Nagar, Lucknow",False,False,False,Not available,80.9995291382,26.878999100500003
104067,https://www.zomato.com/lucknow/yumm-momos-aliganj,Yumm Momos,Lucknow,Aliganj,3.0,0.0,+91 7054620301,Fast Food,200.0,"Sector Q Chauraha, Sector A, Aliganj, Lucknow",False,False,False,Not available,80.9437291324,26.902906237800003
104073,https://www.zomato.com/lucknow/quality-like-five-star-lalbagh,Quality Like Five Star,Lucknow,Lalbagh,3.0,6.0,+91 7309665125,"Chinese, North Indian",300.0,"A 21, Janpath Market, Off MG Marg, Lalbagh, Lucknow",False,False,False,Not available,80.9437670186,26.8469012666
104079,https://www.zomato.com/lucknow/bakers-excellency-gomti-nagar,Bakers Excellency,Lucknow,Gomti Nagar,3.0,0.0,+91 7518100112,Desserts,400.0,"476, Block A, Dayal Residency, Chinhat, Gomti Nagar, Lucknow",False,False,True,Not available,0.0,0.0
104084,https://www.zomato.com/lucknow/chahaas-chai-theka-aliganj,Chahaas Chai Theka,Lucknow,Aliganj,3.0,4.0,+91 9140248315,"Sandwich, Burger, Tea, Coffee",200.0,"Near Engineering College Chauraha, Aliganj, Lucknow",False,False,False,Not available,81.0234752297,26.8657618964
104089,https://www.zomato.com/lucknow/food-singh-indira-nagar,Food Singh,Lucknow,Indira Nagar,3.0,0.0,+91 7834929000,North Indian,600.0,"A 1026, Near Shalimar Chauraha, Indira Nagar, Lucknow",True,False,True,Not available,80.978584,26.877439000000003
104094,https://www.zomato.com/lucknow/friends-non-veg-point-indira-nagar,Friends Non Veg & Point,Lucknow,Indira Nagar,3.0,7.0,+91 8887627263,North Indian,250.0,"Adjacent Shahid Complex, Polytechnic Choraha, Indira Nagar, Lucknow",False,False,False,Not available,80.9913826,26.866358299999998
104099,https://www.zomato.com/lucknow/mahananda-foods-gomti-nagar,MahaNanda Foods,Lucknow,Gomti Nagar,3.0,0.0,+91 7355788173 +91 7705990823,"North Indian, Indian",200.0,"4, 1-B, Gayatripuram, Gomti Nagar Extension, Near Gayatri Mandir, Gomti Nagar, Lucknow",False,False,False,Not available,80.9990232065,26.8398805588
104104,https://www.zomato.com/lucknow/al-bait-hazratganj,Al-Bait,Lucknow,Hazratganj,2.9,5.0,+91 8604568604,Fast Food,300.0,"57-A Rana Pratap Marg, Near Dainik Jagran Press, Hazratganj, Lucknow",False,False,False,Not available,80.946969,26.8433609
104109,https://www.zomato.com/lucknow/tandoori-house-aliganj,Tandoori House,Lucknow,Aliganj,3.0,4.0,+91 9696510565,North Indian,500.0,"Near Panchmukhi Mandir, Vikas Nagar, Kursi Road, Aliganj, Lucknow",False,False,False,Not available,0.0,0.0
104114,https://www.zomato.com/lucknow/pan-on-wheels-aliganj,Pan On Wheels,Lucknow,Aliganj,3.0,0.0,+91 9807102029,North Indian,200.0,"Sector G, Near Jankivatika Park, Jankipuram Aliganj, Lucknow",True,False,False,Not available,80.9509516,26.9135189
104118,https://www.zomato.com/lucknow/house-wifes-kitchen-gomti-nagar,House Wife's Kitchen,Lucknow,Gomti Nagar,3.0,0.0,+91 9005777778,North Indian,200.0,"Near Bharwara Crossing, Vigyan Khand, Gomti Nagar, Lucknow",True,False,False,Not available,81.0349987332,26.8507414981
104123,https://www.zomato.com/lucknow/shahid-hotel-chowk,Shahid hotel,Lucknow,Chowk,3.1,4.0,+91 9889404987 +91 9335616477,Mughlai,200.0,"Akbari Gate, Chowk, Lucknow",False,False,False,Not available,80.90550865979999,26.8599621127
104128,https://www.zomato.com/lucknow/food-india-hazratganj,Food India,Lucknow,Hazratganj,3.0,5.0,+91 8953337272,"Chinese, Fast Food, Rolls",300.0,"Infront Of Jawahar Bhawan, Sapru Marg, Hazratganj, Lucknow",False,False,False,Not available,80.9488803148,26.8527902604
104133,https://www.zomato.com/lucknow/ganesh-sweet-house-chowk,Ganesh Sweet House,Lucknow,Chowk,2.8,6.0,Not Available,"Desserts, Street Food",100.0,"Chaupatia Chauraha, Chowk, Lucknow",False,False,False,Not available,80.9050868824,26.8665574704
104138,https://www.zomato.com/lucknow/elora-guest-house-lalbagh,Elora Guest House,Lucknow,Lalbagh,3.0,4.0,+91 7390913777,"North Indian, Mughlai",500.0,"24, BN Road, Near Islamiya College, Lalbagh, Lucknow",True,False,True,Not available,80.93911,26.844478999999996
104142,https://www.zomato.com/lucknow/foodies-indira-nagar,Foodies,Lucknow,Indira Nagar,3.0,5.0,+91 8799256090,Chinese,100.0,"Neelgiri Complex, Block A, Indira Nagar, Lucknow, Uttar Pradesh 226015, India",False,False,False,Not available,80.97653050000001,26.87234
104148,https://www.zomato.com/lucknow/aamantran-gomti-nagar,Aamantran,Lucknow,Gomti Nagar,3.0,0.0,+91 7393922991 +91 9450269718,"South Indian, Fast Food",300.0,"266, 1st Floor, Gayatri Puram, Near Janeshwar Mishra Park, Gomti Nagar Extension, Gomti Nagar, Lucknow",True,False,False,Not available,80.9980773926,26.840260325
104153,https://www.zomato.com/lucknow/mahabir-vaishnav-bhojanalya-lalbagh,Mahabir Vaishnav Bhojanalya,Lucknow,Lalbagh,2.8,4.0,+91 9839127554,North Indian,150.0,"Capital Building, Opposite GPO, Lalbagh, Lucknow",True,False,False,Not available,80.9441395104,26.845810301900002
104160,https://www.zomato.com/lucknow/metos-hazratganj,Metos,Lucknow,Hazratganj,3.0,0.0,00 05224343001,North Indian,200.0,"Shop 1, Block B-2, Ramkumar Plaza, Opposite Hotel Levana, Hazratganj, Lucknow",True,False,False,Not available,80.9424304,26.8468251
104165,https://www.zomato.com/lucknow/mahak-mughlai-restaurant-aliganj,Mahak Mughlai Restaurant,Lucknow,Aliganj,3.0,0.0,+91 7668793102,"Mughlai, North Indian",200.0,"500/68, Kutubpur Daliganj, Aliganj, Lucknow",False,False,False,Not available,80.9241588,26.8694164
104170,https://www.zomato.com/lucknow/thali-xpress-1-khurram-nagar,Thali Xpress,Lucknow,Khurram Nagar,3.0,4.0,+91 7985698693 +91 6386985072,North Indian,300.0,"H 45, Kanchna Bihari Marg, Alok Nagar, Kalyanpur, Khurram Nagar, Lucknow",False,False,False,Not available,80.9710626,26.9050541
104175,https://www.zomato.com/lucknow/food-garden-aliganj,Food Garden,Lucknow,Aliganj,3.1,4.0,+91 9956242011,"Chinese, Burger, Fast Food",300.0,"6/668, Vikas Nagar, Aliganj, Lucknow",True,False,False,Not available,80.96013609999999,26.892182899999998
104179,https://www.zomato.com/lucknow/shri-balaji-food-centre-gomti-nagar,Shri Balaji Food Centre,Lucknow,Gomti Nagar,2.9,4.0,+91 9140462627,Fast Food,150.0,"Gate No. 2, Betwa Apartment, Sector 4, Near DPS, Gomti Nagar",False,False,False,Not available,81.0037717223,26.8329099763
104184,https://www.zomato.com/lucknow/new-ksheer-sagar-sweets-gomti-nagar,New Ksheer Sagar Sweets,Lucknow,Gomti Nagar,2.8,5.0,+91 9415410748,"Desserts, Fast Food, Mithai",200.0,"LDA Market Virat Khand, Gomti Nagar, Lucknow",False,False,False,Not available,81.0179260746,26.8515088089
104189,https://www.zomato.com/lucknow/paratha-pandit-gomti-nagar,Paratha Pandit,Lucknow,Gomti Nagar,3.0,0.0,Not Available,North Indian,400.0,"01, CP 01, Patrakarpuram Rd, Vikas Khand 1, Gomti Nagar, Lucknow",False,False,True,Not available,80.9979278594,26.8524947262
104194,https://www.zomato.com/lucknow/irani-kafe-by-vintage-machine-gomti-nagar,Irani Kafe By Vintage Machine,Lucknow,Gomti Nagar,4.4,109.0,+91 9696240427,"North Indian, Awadhi, Mughlai, Kebab, Beverages, Desserts",1500.0,"A1/22, Viram Khand, Near Tanishq, Gomti Nagar, Lucknow",False,False,False,"Majlisi Kebab , Burgers , Biryani , Butter Chicken Pasta , Vada Pav , Lal Maans , Sheermal",0.0,0.0
104198,https://www.zomato.com/lucknow/rolls-ville-gomti-nagar,ROLLS VILLE,Lucknow,Gomti Nagar,3.0,0.0,+91 7337386899,Rolls,200.0,"shop no 20, sai market opp Bbd university, gomtinagar, lucknow, Gomti Nagar, Lucknow",False,False,False,Not available,81.05473122,26.8883653981
104209,https://www.zomato.com/lucknow/kava-restaurant-fairfield-by-marriott-gomti-nagar,Kava Restaurant - Fairfield by Marriott,Lucknow,Gomti Nagar,3.9,304.0,0522 6659999,"North Indian, Chinese, Continental",1500.0,"Gate 2, Opposite Indra Gandhi Prathishthan, Vibhuti Khand, Gomti Nagar, Lucknow",False,False,False,"Pasta , Lunch Buffet , Chaat , Salad , Coffee , Breakfast Buffet , Fish",81.009542495,26.867830975300002
104212,https://www.zomato.com/lucknow/hind-biryani-alambagh,Hind Biryani,Lucknow,Alambagh,3.0,4.0,+91 7080123205,Biryani,400.0,"11, Hind Nagar Mod, Purani Chungi, Alambagh, Lucknow",False,False,False,Not available,80.88889740409999,26.788819038200003
104225,https://www.zomato.com/lucknow/shyam-swaad-aliganj,Shyam Swaad,Lucknow,Aliganj,3.6,395.0,+91 9984102323,"North Indian, Chinese, Street Food, Desserts",400.0,"B 40, Sector P, Aliganj, Lucknow",False,False,False,"Chaat , Aloo Tikki , Kulfi , Dhokla , Pav Bhaji , Dahi Batashe , Thali",80.9463382512,26.9013493823
104228,https://www.zomato.com/lucknow/purwanchal-ka-swadisth-mutton-and-chicken-do-pyaza-aashiana,Purwanchal Ka Swadisth Mutton And Chicken Do Pyaza,Lucknow,Aashiana,3.0,4.0,+91 8604646685,North Indian,400.0,"Shop 17 & 18, Ground Floor, Sai Mukut Bazar, Ratan Khand, Sharda Nagar, Aashiana, Lucknow",True,False,False,Not available,80.9385967255,26.8417660327
104241,https://www.zomato.com/lucknow/page-3-hazratganj,Page 3,Lucknow,Hazratganj,4.0,301.0,+91 7991717177 0522 4244788,"North Indian, Continental",1000.0,"163, Ground Floor, Shahnajaf Road, Hazratganj, Lucknow",True,False,False,"Mocktails , Pasta , Veg Burger , Pizza , Veg Platter , Spring Roll , Cocktails",80.9447939694,26.8523972117
104244,https://www.zomato.com/lucknow/armani-restaurant-chowk,Armani Restaurant,Lucknow,Chowk,3.0,0.0,+91 9450809009,"North Indian, Chinese",400.0,"Near Era Medical College, Sarfarajganj, Chowk, Lucknow",True,False,False,Not available,80.87219114359999,26.876361297800003
104256,https://www.zomato.com/lucknow/shaukeens-the-bistro-aliganj,Shaukeens The Bistro,Lucknow,Aliganj,4.3,308.0,0522 6673644,"Chinese, North Indian, Mughlai",850.0,"Near Puraniya Fly Over, Sitapur Road, Aliganj, Lucknow",True,True,False,"Chilli Paneer , Noodle , Chicken Tikka , Honey Chilli Potatoes , Chicken Handi",80.9384257346,26.899768286500002
104262,https://www.zomato.com/lucknow/house-of-commons-gomti-nagar,House of Commons,Lucknow,Gomti Nagar,3.0,0.0,+91 8795999965,Cafe,400.0,"Ujariyaon, Gomti Nagar,  Lucknow",False,False,False,Not available,80.99686659999999,26.8385308
104271,https://www.zomato.com/lucknow/falak-numa-restaurant-hotel-clarks-avadh-hazratganj,Falak Numa Restaurant - Hotel Clarks Avadh,Lucknow,Hazratganj,4.0,390.0,+91 9958605474 +91 5222620131,"North Indian, Lucknowi",1600.0,"Hotel Clarks Avadh, 8, M.G. Marg, Hazratganj, Lucknow",False,False,False,"Biryani , Sheermal , Shahi Tukda , Mocktails , Chicken Tikka , Paneer Lababdar , Roti",80.9349167347,26.8565364187
104274,https://www.zomato.com/lucknow/lucknowi-sewai-by-bawarchi-khana-nishatganj,Lucknowi Sewai By Bawarchi Khana,Lucknow,Nishatganj,2.8,6.0,Not Available,"Lucknowi, Biryani, Kebab",300.0,"Doctor Plaza, Near Police Station, Wazirganj, Lucknow",False,False,True,Not available,0.0,0.0
104286,https://www.zomato.com/lucknow/cafe-godown-aliganj,Cafe GoDown,Lucknow,Aliganj,3.9,330.0,052 24953018,Cafe,500.0,"B/64, Inderlok Colony, Kapoorthala, Aliganj, Lucknow",True,False,False,"Pizza , Burgers , Pasta , Honey Chilli Potatoes , Noodle , Lasagne , Chaat",80.94064224510001,26.8866468488
104291,https://www.zomato.com/lucknow/desi-dhaba-aliganj,Desi Dhaba,Lucknow,Aliganj,3.0,0.0,+91 7007744013,"North Indian, Chinese",300.0,"M-1/88 Sector B, Kapoorthala, Aliganj, Lucknow",True,False,False,Not available,80.94053509999999,26.883914899999997
104302,https://www.zomato.com/lucknow/desi-chulha-gomti-nagar,Desi Chulha,Lucknow,Gomti Nagar,3.1,328.0,0522 4303138 +91 7007494784,North Indian,500.0,"1/21, Vastu Khand, Gomti Nagar, Lucknow",True,False,False,"Mutton Handi , Chicken Masala , Dal Handi , Biryani , Panneer Butter Masala , Kheer , Thali",81.0257732123,26.870348333499997
104305,https://www.zomato.com/lucknow/kings-kulfi-studio-lalbagh,Kings Kulfi Studio,Lucknow,Lalbagh,3.0,5.0,+91 9415023031,Ice Cream,150.0,"Shop 15, MGS Novelty Cinema Building, Capper Raod, Lalbagh, Lucknow",False,False,False,Not available,0.0,0.0
104318,https://www.zomato.com/lucknow/kool-break-hazratganj,Kool Break,Lucknow,Hazratganj,3.9,461.0,0522 2287900 0522 4024281,"Chinese, Continental, North Indian",1000.0,"17/3, Opposite Indian Oil Petrol Pump, Ashok Marg, Hazratganj, Lucknow",True,False,False,"Drums Of Heaven , Noodle , Naan , Honey Chilli Potatoes , Peking Soup , Manchurian , Manchow Soup",80.9486932307,26.8522575206
104320,https://www.zomato.com/lucknow/captain-bar-hazratganj,Captain Bar,Lucknow,Hazratganj,3.1,5.0,Not Available,"North Indian, Chinese",1200.0,"Royal Sagar International, 14 A, Near Butler Palace, Jopling Road, Hazratganj, Lucknow",False,False,False,Not available,80.9595416667,26.8570555556
